"Price","Duration","price_per_hour","Days_Left","Predicted_Price","Residuals"
13095,19.5,671.538461538462,7,21257.646674465,-8162.64667446496
12990,24.83,523.15747080145,7,27560.8710885644,-14570.8710885644
14355,13.25,1083.39622641509,7,15428.1126665769,-1073.11266657692
14539,7.08,2053.53107344633,7,13373.1143164291,1165.88568357092
14776,10.5,1407.2380952381,7,13799.5027450788,976.497254921194
14880,6.67,2230.88455772114,7,13977.70871146,902.291288539975
15300,14.17,1079.74594213126,7,16660.284296815,-1360.28429681497
15405,7.5,2054,7,13949.6469259904,1455.35307400963
16193,8.83,1833.86183465459,7,14320.2916142699,1872.7083857301
5953,2.25,2645.77777777778,8,10650.7777692485,-4697.77776924849
5955,2.17,2744.23963133641,8,11187.988842618,-5232.98884261802
5955,2.25,2646.66666666667,8,10656.6136707804,-4701.61367078038
5955,2.33,2555.79399141631,8,10169.2285068903,-4214.22850689032
5955,2.33,2555.79399141631,8,10169.2285068903,-4214.22850689032
5955,2.17,2744.23963133641,8,11187.988842618,-5232.98884261802
5954,14.5,410.620689655172,8,12701.840966708,-6747.84096670803
5955,10.33,576.47628267183,8,8097.16924213246,-2142.16924213246
9840,16.33,602.57195345989,8,16460.6963953193,-6620.69639531934
9590,10.5,913.333333333333,8,10540.8791950273,-950.879195027321
10260,4.25,2414.11764705882,8,11860.5718160107,-1600.57181601067
10733,8,1341.625,8,9939.36447223596,793.635527764041
11179,8,1397.375,8,10305.3849214397,873.615078560262
11310,8,1413.75,8,10412.8931699727,897.106830027315
11520,14,822.857142857143,8,14725.650490929,-3205.65049092903
11888,7.92,1501.0101010101,8,10876.5603778771,1011.43962212291
12150,11.17,1087.73500447628,8,12600.6895930681,-450.689593068068
12150,11.58,1049.22279792746,8,12907.6422265806,-757.64222658055
11993,4.83,2483.02277432712,8,13104.8733580311,-1111.87335803108
12150,11.33,1072.37422771403,8,12718.2987526482,-568.298752648216
12360,6.67,1853.07346326837,8,11481.2852746012,878.714725398797
12360,14.17,872.26534932957,8,15282.1468999101,-2922.14689991011
12740,17.75,717.746478873239,8,19155.6823937323,-6415.68239373234
12990,7.25,1791.72413793103,8,11870.4156371865,1119.58436281346
12990,11,1180.90909090909,8,12980.3014333728,9.69856662724851
12990,15.83,820.593809222994,8,17209.4114944909,-4219.41149449092
12990,19.5,666.153846153846,8,21206.3480297839,-8216.34802978388
13441,7.25,1853.93103448276,8,12278.8281254275,1162.17187457247
13830,13.08,1057.33944954128,8,15008.9809329704,-1178.98093297041
15300,15.58,982.028241335045,8,17927.9497538038,-2627.94975380377
16035,23.83,672.891313470416,8,27162.6190105003,-11127.6190105003
5955,2.25,2646.66666666667,9,10640.6671219175,-4685.66712191754
5955,2.33,2555.79399141631,9,10153.2819580275,-4198.28195802747
5955,2.33,2555.79399141631,9,10153.2819580275,-4198.28195802747
5955,2.17,2744.23963133641,9,11172.0422937552,-5217.04229375517
5955,2.17,2744.23963133641,9,11172.0422937552,-5217.04229375517
5955,2.17,2744.23963133641,9,11172.0422937552,-5217.04229375517
5955,2.25,2646.66666666667,9,10640.6671219175,-4685.66712191754
5955,2.33,2555.79399141631,9,10153.2819580275,-4198.28195802747
5955,2.17,2744.23963133641,9,11172.0422937552,-5217.04229375517
5955,2.5,2382,9,9244.36906235374,-3289.36906235374
5955,2.08,2862.98076923077,9,11828.7410970982,-5873.74109709817
5955,2.17,2744.23963133641,9,11172.0422937552,-5217.04229375517
5954,8,744.25,9,6001.4185360528,-47.4185360527972
5954,15.17,392.485168094924,9,13481.6232058114,-7527.62320581138
6165,2.25,2740,9,11253.4367827669,-5088.43678276691
6443,5.33,1208.81801125704,9,5405.95983243871,1037.04016756129
6532,2.25,2903.11111111111,9,12324.3247138703,-5792.32471387035
9000,28.08,320.512820512821,9,30635.9780679249,-21635.9780679249
9945,16.33,609.001837109614,9,16486.964535278,-6541.96453527802
10365,20.83,497.59961593855,9,21899.7147810037,-11534.7147810037
10575,23.58,448.473282442748,9,25331.9391176357,-14756.9391176357
10680,23.75,449.684210526316,9,25572.0016344861,-14892.0016344861
10349,4.42,2341.40271493213,9,11599.3357380441,-1250.33573804413
10838,7.67,1413.03780964798,9,9941.6998737897,896.300126210303
12150,5.75,2113.04347826087,9,11916.0058932363,233.994106763734
12150,7.33,1657.57162346521,9,11082.9349344585,1067.06506554147
12150,15.92,763.190954773869,9,16939.4758473975,-4789.47584739745
12740,10.08,1263.88888888889,9,12253.0123885878,486.987611412182
15720,4.83,3254.65838509317,9,18155.0149324726,-2435.01493247263
16035,7.92,2024.62121212121,9,14298.3245751484,1736.67542485161
16035,13.25,1210.18867924528,9,16228.6613722692,-193.661372269245
16455,4.83,3406.83229813665,9,19154.0959012488,-2699.09590124879
16980,5.5,3087.27272727273,9,17970.8584842472,-990.858484247245
17505,14.17,1235.35638673253,9,17650.0343351208,-145.034335120785
5956,2.17,2744.70046082949,10,11159.1212698801,-5203.12126988006
5955,2.25,2646.66666666667,10,10624.7205730547,-4669.72057305469
5955,2.17,2744.23963133641,10,11156.0957448923,-5201.09574489233
5955,2.33,2555.79399141631,10,10137.3354091646,-4182.33540916463
5955,2.17,2744.23963133641,10,11156.0957448923,-5201.09574489233
5954,7.5,793.866666666667,10,5628.54147270547,325.458527294532
5954,15.17,392.485168094924,10,13465.6766569485,-7511.67665694853
5954,15.75,378.031746031746,10,14162.696877511,-8208.69687751095
6165,2.33,2645.92274678112,10,10729.0657683539,-4564.06576835394
6690,2.17,3082.94930875576,10,13379.856610878,-6689.85661087797
6690,2.17,3082.94930875576,10,13379.856610878,-6689.85661087797
6532,2.25,2903.11111111111,10,12308.3781650075,-5776.3781650075
6585,2.17,3034.56221198157,10,13062.1764871657,-6477.17648716573
7530,2,3765,10,17625.6725663158,-10095.6725663158
7845,2.17,3615.20737327189,10,16874.3379717125,-9029.33797171255
8055,2.17,3711.98156682028,10,17509.698219137,-9454.69821913702
8108,4.17,1944.36450839329,10,8635.33720513952,-527.337205139516
9263,10.33,896.708615682478,10,10167.7260525347,-904.726052534692
9373,4.92,1905.08130081301,10,9401.45252210916,-28.4525221091608
9373,8.25,1136.12121212121,10,8899.60064176491,473.399358235087
9447,4.75,1988.84210526316,10,9719.26250232816,-272.262502328158
10575,8.25,1281.81818181818,10,9856.15795649342,718.84204350658
10575,13.42,788.002980625931,10,13673.0136900833,-3098.01369008332
10575,20.83,507.68122899664,10,21949.9579458668,-11374.9579458668
10349,4.42,2341.40271493213,10,11583.3891891813,-1234.38918918128
11310,8,1413.75,10,10381.000072247,928.999927753008
11326,5.42,2089.66789667897,10,11296.0186125072,29.9813874927731
12150,12.67,958.95816890292,10,13771.3761762018,-1621.37617620177
12150,23.17,524.384980578334,10,25254.5821542843,-13104.5821542843
11900,16.5,721.212121212121,10,17439.8344790751,-5539.83447907505
12255,14.42,849.861303744799,10,15444.504144301,-3189.50414430099
12150,26.42,459.878879636639,10,29268.5155745871,-17118.5155745871
13086,25.25,518.257425742574,10,28054.3146631715,-14968.3146631715
13673,4.83,2830.84886128364,10,15356.5939032223,-1683.59390322231
14670,16.17,907.235621521336,10,18210.5802228438,-3540.58022284376
14880,15.75,944.761904761905,10,17883.5009542059,-3003.50095420587
15039,14.5,1037.1724137931,10,16783.5038065315,-1744.50380653154
15195,11.33,1341.12974404237,10,14450.8902255501,744.10977444986
15232,5,3046.4,10,17003.8833290995,-1771.88332909948
15232,7.58,2009.49868073879,10,13718.8681163967,1513.1318836033
15720,15.58,1008.98587933248,10,18073.0440420744,-2353.04404207437
15720,5.08,3094.48818897638,10,17428.830325676,-1708.83032567604
16455,9.08,1812.22466960352,10,14471.7371789896,1983.26282101044
17295,9.75,1773.84615384615,10,15134.5628310049,2160.4371689951
21390,4.83,4428.57142857143,10,25846.2644284544,-4456.26442845443
24435,20.42,1196.62095984329,10,25913.315170973,-1478.31517097305
5953,2.17,2743.31797235023,11,11134.098146054,-5181.09814605401
5953,2.25,2645.77777777778,11,10602.9381226599,-4649.93812265995
5953,2.25,2645.77777777778,11,10602.9381226599,-4649.93812265995
5953,2.33,2554.9356223176,11,10115.7533330714,-4162.75333307141
5955,2.25,2646.66666666667,11,10608.7740241918,-4653.77402419184
5955,2.33,2555.79399141631,11,10121.3888603018,-4166.38886030178
5954,2.08,2862.5,11,11793.6915622459,-5839.69156224585
5954,2.33,2555.36480686695,11,10118.5710966866,-4164.57109668659
5955,2.17,2744.23963133641,11,11140.1491960295,-5185.14919602948
5955,2.17,2744.23963133641,11,11140.1491960295,-5185.14919602948
5955,2.25,2646.66666666667,11,10608.7740241918,-4653.77402419184
5956,2.17,2744.70046082949,11,11143.1747210172,-5187.17472101722
5955,2.25,2646.66666666667,11,10608.7740241918,-4653.77402419184
5949,12.58,472.893481717011,11,10441.3427844587,-4492.34278445872
5949,14.25,417.473684210526,11,12357.6522751621,-6408.65227516205
5949,15,396.6,11,13244.6332784711,-7295.63327847114
5954,6.75,882.074074074074,11,5167.68602118081,786.313978819193
5954,7.08,840.960451977401,11,5348.33003019092,605.669969809076
5954,7.5,793.866666666667,11,5612.59492384262,341.405076157379
5955,3.5,1701.42857142857,11,6109.62612797698,-154.62612797698
5955,15.25,390.491803278689,11,13545.8722111018,-7590.8722111018
6165,2.17,2841.01382488479,11,11775.509443454,-5610.50944345395
6165,2.25,2740,11,11221.5436850412,-5056.54368504122
6443,6,1073.83333333333,11,5402.63533072882,1040.36466927118
6585,2.17,3034.56221198157,11,13046.2299383029,-6461.22993830289
6932,7.67,903.780964797914,11,6566.33737494974,365.662625050259
9000,18.33,490.998363338789,11,18411.0656750079,-9411.06567500786
8869,4.75,1867.15789473684,11,8904.41174901958,-35.4117490195822
8869,9.33,950.58949624866,11,9140.16197005129,-271.161970051293
9840,12.58,782.193958664547,11,12472.0208025983,-2632.02080259827
9840,13.42,733.233979135618,11,13297.4873290604,-3457.48732906035
9893,26.67,370.941132358455,11,29009.9997197509,-19116.9997197509
9945,20.83,477.436389822372,11,21735.4422558261,-11790.4422558261
9840,14.08,698.863636363636,11,13972.9745319371,-4132.97453193706
10838,8.33,1301.08043217287,11,10075.9048974263,762.09510257369
11153,4.83,2309.10973084886,11,11915.2268899841,-762.226889984071
11153,8,1394.125,11,10236.2077598752,916.792240124807
12150,5.83,2084.04802744425,11,11802.9756940908,347.024305909152
12150,15.25,796.72131147541,11,16212.927046438,-4062.92704643801
12291,6.33,1941.70616113744,11,11551.1291821216,739.87081787842
12360,14.17,872.26534932957,11,15234.3072533216,-2874.30725332157
12360,15.75,784.761904761905,11,16817.0921296012,-4457.09212960124
12990,15.75,824.761904761905,11,17079.7076985367,-4089.70769853668
12990,16.5,787.272727272727,11,17857.6015213329,-4867.60152133287
12990,18.25,711.780821917808,11,19751.3591303764,-6761.35913037635
12990,19.5,666.153846153846,11,21158.5083831953,-8168.50838319533
13830,17,813.529411764706,11,18712.6701178565,-4882.67011785651
14565,7.58,1921.50395778364,11,13125.2019617293,1439.79803827071
15720,12.83,1225.25331254871,11,15722.2195314689,-2.21953146890519
19710,5.67,3476.19047619048,11,20724.4740867099,-1014.47408670992
5955,2.17,2744.23963133641,12,11124.2026471666,-5169.20264716663
5955,2.33,2555.79399141631,12,10105.4423114389,-4150.44231143893
5955,2.17,2744.23963133641,12,11124.2026471666,-5169.20264716663
5954,2.08,2862.5,12,11777.745013383,-5823.745013383
5954,2.25,2646.22222222222,12,10589.909524563,-4635.90952456305
5955,2.17,2744.23963133641,12,11124.2026471666,-5169.20264716663
5955,2.25,2646.66666666667,12,10592.827475329,-4637.827475329
5955,2.33,2555.79399141631,12,10105.4423114389,-4150.44231143893
5955,2.25,2646.66666666667,12,10592.827475329,-4637.827475329
5949,12.58,472.893481717011,12,10425.3962355959,-4476.39623559587
5954,8,744.25,12,5953.57888946426,0.421110535743537
5954,11.25,529.244444444444,12,8979.42481231969,-3025.42481231969
5955,7.67,776.401564537158,12,5714.09548433353,240.904515666468
6165,2.17,2841.01382488479,12,11759.5628945911,-5594.56289459111
6428,7.58,848.02110817942,12,6061.422680585,366.577319414997
6932,5.42,1278.9667896679,12,5941.55720342381,990.442796576189
7468,17.5,426.742857142857,12,16840.0025346469,-9372.00253464688
9158,21.83,419.514429683921,12,22704.5819803092,-13546.5819803092
8869,5.58,1589.42652329749,12,8198.3048306887,670.695169311297
8869,12.25,724,12,11623.437324195,-2754.43732419504
9840,12.58,782.193958664547,12,12456.0742537354,-2616.07425373543
9945,5.33,1865.85365853659,12,9671.81494387988,273.185056120115
9945,13.42,741.058122205663,12,13332.9093247918,-3387.90932479181
10220,10.5,973.333333333333,12,10871.0163529791,-651.016352979104
11415,6.67,1711.39430284858,12,10487.3202461513,927.679753848675
12150,6,2025,12,11631.4681648435,518.531835156542
12150,11.33,1072.37422771403,12,12654.5125571968,-504.512557196829
12150,23.08,526.429809358752,12,25113.231169636,-12963.231169636
